20210620-135617, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8528 HTTP/1.1
20210620-135618, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135618, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135619, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135619, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135620, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135620, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135621, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135621, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135622, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: Close on websocket socket (0x639b80)
20210620-135622, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: closing http connection hp=7
20210620-135622, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: Close on websocket socket ((nil))
20210620-135622, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: closing http connection hp=6
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET / HTTP/1.1
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/bandinfo.js HTTP/1.1
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=0
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /css/fontawesome-all.css HTTP/1.1
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: sending 404 for file not found: pub2/css/fontawesome-all.css
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=2
20210620-135622, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=3
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /websdr-base.js HTTP/1.1
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /css/fontawesome-all.css HTTP/1.1
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: sending 404 for file not found: pub2/css/fontawesome-all.css
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /HamHomer.png HTTP/1.1
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /edgelower.png HTTP/1.1
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /edgeupper.png HTTP/1.1
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /carrier.png HTTP/1.1
20210620-135622, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /smeter2.png HTTP/1.1
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=4
20210620-135622, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /debian-bouton.png HTTP/1.1
20210620-135622, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8530 HTTP/1.1
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b0z0i0.png HTTP/1.1
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /websdr-waterfall.js HTTP/1.1
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135622, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135622, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~fetchdx?min=14004&max=14196 HTTP/1.1
20210620-135623, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b4z0i0.png HTTP/1.1
20210620-135623, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135623, fd=4 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135623, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /scaleblack.png HTTP/1.1
20210620-135623, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135623, fd=12 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135623, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~fetchdx?min=145976&max=148024 HTTP/1.1
20210620-135623, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=6
20210620-135623, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /websdr-sound.js HTTP/1.1
20210620-135623, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135623, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=7
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~waterstream0?format=9&width=1024&zoom=0&start=0 HTTP/1.1
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: changing to WebSocket
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: assigned waterstream 0
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: new hp=13
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~stream?v=11 HTTP/1.1
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: changing to WebSocket
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: assigned stream 0
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~waterparam?slow=4
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~waterparam?band=0&zoom=0&start=0
20210620-135623, fd=16 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~waterparam?band=4&zoom=0&start=0
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~param?f=146930&band=4&lo=-6.25&hi=6.25&mode=4&name=BR%2CRJ%2CBarra%20Mansa
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~param?f=146930&band=4&lo=-6.25&hi=6.25&mode=4&name=BR%2CRJ%2CBarra%20Mansa
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~param?mute=0
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~param?squelch=0
20210620-135623, fd=25 -2804:213c:21:77:b41a:2f90:3e40:c946-: websocket request GET /~~param?autonotch=0
20210620-135623, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8532 HTTP/1.1
20210620-135623, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=2 HTTP/1.1
20210620-135624, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b0z0i0.png HTTP/1.1
20210620-135624, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135624, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135624, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b1z0i0.png HTTP/1.1
20210620-135624, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135624, fd=14 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135624, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b2z0i0.png HTTP/1.1
20210620-135624, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135624, fd=15 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135624, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /tmp/1623530757-b3z0i0.png HTTP/1.1
20210620-135624, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0
20210620-135624, fd=13 -2804:213c:21:77:b41a:2f90:3e40:c946-: Referer: http://websdr.dynv6.net:8901/
20210620-135624, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135625, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135625, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135626, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135626, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135627, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135627, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8534 HTTP/1.1
20210620-135628, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135628, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135629, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135629, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135630, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135630, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135631, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135631, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135632, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135632, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135633, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135633, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135634, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135634, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135635, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135635, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135636, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135636, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135637, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135637, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8536 HTTP/1.1
20210620-135638, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135638, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135639, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135639, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135640, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135640, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135641, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135641, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135641, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=14
20210620-135641, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET / HTTP/1.1
20210620-135641, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /tmp/bandinfo.js HTTP/1.1
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=15
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /css/fontawesome-all.css HTTP/1.1
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: sending 404 for file not found: pub2/css/fontawesome-all.css
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /websdr-base.js HTTP/1.1
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135642, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: closing http connection hp=15
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /css/fontawesome-all.css HTTP/1.1
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: sending 404 for file not found: pub2/css/fontawesome-all.css
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: Disconnect on socket ((nil))
20210620-135642, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: closing http connection hp=14
20210620-135642, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135642, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135643, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=14
20210620-135643, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~fetchdx?min=14004&max=14196 HTTP/1.1
20210620-135643, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=15
20210620-135643, fd=27 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~fetchdx?min=145976&max=148024 HTTP/1.1
20210620-135643, fd=28 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=16
20210620-135643, fd=28 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /websdr-waterfall.js HTTP/1.1
20210620-135643, fd=28 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135643, fd=28 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135643, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /websdr-sound.js HTTP/1.1
20210620-135643, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: User-Agent: Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36
20210620-135643, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: Referer: http://websdr.dynv6.net:8901/
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=17
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~waterstream0?format=9&width=1024&zoom=0&start=0 HTTP/1.1
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: changing to WebSocket
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: assigned waterstream 2
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: new hp=18
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~stream?v=11 HTTP/1.1
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: changing to WebSocket
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: assigned stream 2
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~waterparam?slow=4
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~waterparam?band=0&zoom=0&start=0
20210620-135643, fd=29 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~waterparam?band=4&zoom=0&start=0
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~param?f=146930&band=4&lo=-6.25&hi=6.25&mode=4&name=BR%2CRJ%2CBarra%20Mansa
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~param?f=146930&band=4&lo=-6.25&hi=6.25&mode=4&name=BR%2CRJ%2CBarra%20Mansa
20210620-135643, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~param?mute=0
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~param?squelch=0
20210620-135643, fd=30 -2804:213c:21:77:359b:d80f:769f:5518-: websocket request GET /~~param?autonotch=0
20210620-135643, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8538 HTTP/1.1
20210620-135644, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=2 HTTP/1.1
20210620-135644, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8540 HTTP/1.1
20210620-135644, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135645, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135645, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135645, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135646, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135646, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135646, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135647, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135647, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135647, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8542 HTTP/1.1
20210620-135648, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135648, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135649, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135649, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135649, fd=8 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135650, fd=22 -2804:213c:21:77:b41a:2f90:3e40:c946-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
20210620-135650, fd=26 -2804:213c:21:77:359b:d80f:769f:5518-: http request GET /~~othersjj?chseq=8544 HTTP/1.1
